파일명	파일명 재정리	시청각기록물 등록번호	제목	유형	MIME 유형	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(1차)	주제어(2차)	위도/경도
하남_20180408_나는가수다5_류주연.jpg	M-A321009.jpg	M-A321009	나는가수다5	사진류	image/jpeg	3000x2000		2018-04-08	류주연	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	하남시	풍경	37.523132/127.205547
동두천_20180306_낙검수용소_최옥윤 ( 21 ).jpg	M-A320284.jpg	M-A320284	낙검수용소 	사진류	image/jpeg	3000x2000		2018-03-06	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077640
동두천_20180409_낙검수용소_최옥윤 ( 53 ).jpg	M-A320292.jpg	M-A320292	낙검수용소 	사진류	image/jpeg	3001x2000		2018-04-09	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077648
동두천_20180410_낙검수용소_최옥윤 ( 65 ).jpg	M-A320300.jpg	M-A320300	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-10	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077656
동두천_20180410_낙검수용소_최옥윤 ( 66 ).jpg	M-A320301.jpg	M-A320301	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-10	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077657
동두천_20180410_낙검수용소_최옥윤 ( 67 ).jpg	M-A320302.jpg	M-A320302	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-10	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077658
동두천-2018.0410-낙검수용소-최옥윤 ( 70 ).jpg	M-A320323.jpg	M-A320323	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-10	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077679
동두천-2018.0410-낙검수용소-최옥윤 ( 71 ).jpg	M-A320324.jpg	M-A320324	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-10	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077680
동두천_20180421_낙검수용소_최옥윤( 89 ).jpg	M-A320312.jpg	M-A320312	낙검수용소 	사진류	image/jpeg	3000x2000		2018-04-21	최옥윤	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	동두천시	풍경	37.915956/127.077668
고양_20180427_남북정상회담시 일산킨텍스 프레스센터 입구_황영주_2.jpg	M-A320067.jpg	M-A320067	남북정상회담시 일산킨텍스 프레스센터 입구	사진류	image/jpeg	3000x2000		2018-04-27	황영주	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	고양시	풍경	37.653769/126.781846
용인 20180220 남사면 이상임0001.jpg	M-A320780.jpg	M-A320780	남사면 	사진류	image/jpeg	5760x3840		2018-02-20	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221061
용인 20180307 남사면 이상임 1.jpg	M-A320792.jpg	M-A320792	남사면 	사진류	image/jpeg	5760x3840		2018-03-06	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221073
용인 20180307 남사면 이상임 2.jpg	M-A320793.jpg	M-A320793	남사면 	사진류	image/jpeg	5760x3840		2018-03-06	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221074
강재훈-남양주 정약용 생가01.tif	M-A321478.tif	M-A321478	남양주 정약용 생가	사진류	image/tiff	4256x2832		2010-04-04	강재훈	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 교육	풍경	
남양주_1981_83_최광호.tif	M-A321577.tif	M-A321577	남양주_1981	사진류	image/tiff	3728x5550		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
남양주2_1981_83_최광호.tif	M-A321578.tif	M-A321578	남양주_1981	사진류	image/tiff	3710x5524		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
오산_20180620_남촌동 갈곶육교 에서 본 수도권 전철 선로_이호진_74.jpg	M-A320728.jpg	M-A320728	남촌동 갈곶육교 에서 본 수도권 전철 선로	사진류	image/jpeg	3000x2000		2018-06-20	이호진	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	오산시	풍경	37.162540/127.050780
남한강섬진강삼전리_20180314_시간그리고길_박교현.jpg	M-A320630.jpg	M-A320630	남한강섬진강삼전리 시간그리고길	사진류	image/jpeg	3006x2000		2018-03-14	박교현	2018-08-11	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.611999
광주-20180129-남한산성 남문-김낙용 (2).jpg	M-A320144.jpg	M-A320144	남한산성 남문	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244508
광주-20180129-남한산성 남문-김낙용.JPG	M-A320145.jpg	M-A320145	남한산성 남문	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244509
광주-20180217-남한산성 동문-김낙용 (2).jpg	M-A320166.jpg	M-A320166	남한산성 동문	사진류	image/jpeg	3000x2000		2018-02-17	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244530
광주-20180217-남한산성 동문-김낙용.JPG	M-A320167.jpg	M-A320167	남한산성 동문	사진류	image/jpeg	5616x3744		2018-02-17	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244531
광주-20180129-남한산성 북문-김낙용 (2).jpg	M-A320146.jpg	M-A320146	남한산성 북문	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244510
광주-20180129-남한산성 북문-김낙용.JPG	M-A320147.jpg	M-A320147	남한산성 북문	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244511
광주-20180129-남한산성 성곽-김낙용 (1).JPG	M-A320148.jpg	M-A320148	남한산성 성곽	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244512
광주-20180129-남한산성 성곽-김낙용 (2).JPG	M-A320149.jpg	M-A320149	남한산성 성곽	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244513
광주-20180129-남한산성 성곽-김낙용 (3).jpg	M-A320150.jpg	M-A320150	남한산성 성곽	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244514
광주-20180129-남한산성 성곽-김낙용 (4).jpg	M-A320151.jpg	M-A320151	남한산성 성곽	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244515
광주-20180129-남한산성 수어장대-김낙용 (1).JPG	M-A320152.jpg	M-A320152	남한산성 수어장대	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244516
광주-20180129-남한산성 수어장대-김낙용 (2).JPG	M-A320153.jpg	M-A320153	남한산성 수어장대	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244517
광주-20180129-남한산성 수어장대-김낙용 (3).jpg	M-A320154.jpg	M-A320154	남한산성 수어장대	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244518
광주-20180129-남한산성 수어장대-김낙용 (4).jpg	M-A320155.jpg	M-A320155	남한산성 수어장대	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244519
광주-20180129-남한산성 연무관-김낙용 (2).jpg	M-A320156.jpg	M-A320156	남한산성 연무관	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244520
광주-20180129-남한산성 연무관-김낙용.JPG	M-A320157.jpg	M-A320157	남한산성 연무관	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244521
광주-20180129-남한산성 침괘정-김낙용 (2).jpg	M-A320158.jpg	M-A320158	남한산성 침괘정	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244522
광주-20180129-남한산성 침괘정-김낙용.JPG	M-A320159.jpg	M-A320159	남한산성 침괘정	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244523
광주-20180407-남한산성 탐방객-김낙용 (1).jpg	M-A320200.jpg	M-A320200	남한산성 탐방객	사진류	image/jpeg	5616x3744		2018-04-07	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244564
광주-20180407-남한산성 탐방객-김낙용 (2).jpg	M-A320201.jpg	M-A320201	남한산성 탐방객	사진류	image/jpeg	5616x3744		2018-04-07	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244565
광주-20180407-남한산성 탐방객-김낙용 (3).jpg	M-A320202.jpg	M-A320202	남한산성 탐방객	사진류	image/jpeg	3000x2000		2018-04-07	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244566
광주-20180407-남한산성 탐방객-김낙용 (4).jpg	M-A320203.jpg	M-A320203	남한산성 탐방객	사진류	image/jpeg	3000x2000		2018-04-07	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244567
광주-20180129-남한산성 행궁-김낙용 (2).jpg	M-A320160.jpg	M-A320160	남한산성 행궁	사진류	image/jpeg	3000x2000		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244524
광주-20180129-남한산성 행궁-김낙용.JPG	M-A320161.jpg	M-A320161	남한산성 행궁	사진류	image/jpeg	5616x3744		2018-01-29	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244525
광주-20180123-남한산성행궁-김낙용 (1).JPG	M-A320138.jpg	M-A320138	남한산성행궁	사진류	image/jpeg	5616x3744		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244502
광주-20180123-남한산성행궁-김낙용 (2).JPG	M-A320139.jpg	M-A320139	남한산성행궁	사진류	image/jpeg	5616x3744		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244503
광주-20180123-남한산성행궁-김낙용 (3).jpg	M-A320140.jpg	M-A320140	남한산성행궁	사진류	image/jpeg	3000x2000		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244504
광주-20180123-남한산성행궁-김낙용 (4).jpg	M-A320141.jpg	M-A320141	남한산성행궁	사진류	image/jpeg	3000x2000		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244505
광주-20180123-남한산초등학교-김낙용 (2).jpg	M-A320142.jpg	M-A320142	남한산초등학교	사진류	image/jpeg	3000x2000		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244506
광주-20180123-남한산초등학교-김낙용.jpg	M-A320143.jpg	M-A320143	남한산초등학교	사진류	image/jpeg	5499x3666		2018-01-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	풍경	37.399343/127.244507
15-의왕20180317내륙물류기지 철도특구의왕-김은경.jpg	M-A320856.jpg	M-A320856	내륙물류기지 철도특구의왕	사진류	image/jpeg	3000x2000		2018-03-17	김은경	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의왕시	풍경	37.362151/126.988863
내사리바깥시랏길_20180225_시간그리고길_박교현 (1).jpg	M-A320631.jpg	M-A320631	내사리바깥시랏길 시간그리고길	사진류	image/jpeg	3006x2000		2018-02-18	박교현	2018-08-13	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612000
내사리안시랏_20180324_시간그리고길_박교현.jpg	M-A320632.jpg	M-A320632	내사리안시랏 시간그리고길	사진류	image/jpeg	3006x2000		2018-03-24	박교현	2018-08-15	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612001
오산_20180619_내삼미동_이호진_11.jpg	M-A320698.jpg	M-A320698	내삼미동	사진류	image/jpeg	3000x2000		2018-06-19	이호진	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	오산시	풍경	37.162540/127.050750
오산_20180619_내삼미동_이호진_12.jpg	M-A320699.jpg	M-A320699	내삼미동	사진류	image/jpeg	3000x2000		2018-06-19	이호진	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	오산시	풍경	37.162540/127.050751
고양_20180616_노래하는 분수대2_황영주.jpg	M-A320079.jpg	M-A320079	노래하는 분수대	사진류	image/jpeg	3000x2000		2018-06-16	황영주	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	고양시	풍경	37.653769/126.781858
남양주_20180201_다산생가_한기애 (2).jpg	M-A320258.jpg	M-A320258	다산생가 	사진류	image/jpeg	2667x2000		2018-02-01	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	풍경	37.675419/127.256359
남양주_20180201_다산생가_한기애 (3).jpg	M-A320259.jpg	M-A320259	다산생가 	사진류	image/jpeg	3559x2000		2018-02-01	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	풍경	37.675419/127.256360
